       	ADAM33 	ADRB2  	ALOX5  	AREG   	ARG1   	BCL6   	CCL11  	CCL17  	CCL2   	CCL22  	CCL24  	CCL26  	CCL5   	CCL8   	CCR3   	CCR4   	CCR8   	CD40LG 	CHI3L1 	CHIA   	CLC    	CLCA1  	CMA1   	CPA3   	CRLF2  	CSF2   	CSF3R  	CYSLTR1	EPX    	FCER1A 	FOXP3  	GATA3  	GPR44  	ICOS   	IFNG   	IFNGR2 	IL10   	IL12A  	IL12B  	IL13   	IL13RA1	IL13RA2	IL17A  	IL17RB 	IL18   	IL1RL1 	IL21   	IL25   	IL2RA  	IL3    	IL31   	IL33   	IL3RA  	IL4    	IL4R   	IL5    	IL5RA  	IL9    	KIT    	KITLG  	LTB4R  	MAF    	MMP9   	MRC1   	MS4A2  	PDCD1  	PMCH   	POSTN  	PPARG  	PRG2   	RETNLB 	RNASE2 	RNASE3 	RORC   	SATB1  	SIGLEC8	STAT5A 	STAT6  	TBX21  	TGFB1  	TNFRSF4	TNFSF4 	TPSAB1 	TSLP   
MAF    	0.011926	0.011926	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011924	0.011926	0.011925	0.011927	0.011926	0.011897	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011903	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011926	0.011926	0.011926	0.011925	0.011923	0.011926	0.011925	0.011925	0.011925	0.011925	0.010251	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925
MMP9   	0.011926	0.011926	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011924	0.011926	0.011925	0.011927	0.011926	0.011897	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011903	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011926	0.011926	0.011926	0.011925	0.011923	0.011926	0.011925	0.011925	0.011925	0.011925	0.010251	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925
MRC1   	0.011926	0.011926	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011924	0.011926	0.011925	0.011927	0.011926	0.011897	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011903	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011926	0.011926	0.011926	0.011925	0.011923	0.011926	0.011925	0.011925	0.011925	0.011925	0.010251	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925
MS4A2  	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011925	0.011926	0.011925	0.011928	0.011926	0.011897	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011923	0.011926	0.011925	0.011925	0.011926	0.011926	0.01022	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926 
PDCD1  	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011925	0.011926	0.011925	0.011927	0.011926	0.011897	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011923	0.011926	0.011925	0.011925	0.011926	0.011926	0.010219	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926
PMCH   	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011925	0.011926	0.011926	0.01193	0.011926	0.011897	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011925	0.011926	0.011925	0.011926	0.011926	0.011926	0.010214	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926 
POSTN  	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011931	0.011926	0.011897	0.011926	0.011926	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.010194	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926
PPARG  	0.011926	0.011926	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011924	0.011926	0.011925	0.011927	0.011926	0.011897	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011903	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011926	0.011926	0.011926	0.011925	0.011923	0.011926	0.011925	0.011925	0.011925	0.011925	0.010251	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925
PRG2   	0.011923	0.011924	0.011923	0.011923	0.011923	0.011923	0.011923	0.011923	0.011923	0.011924	0.011923	0.011924	0.011923	0.011923	0.011923	0.011923	0.011923	0.011923	0.011923	0.011923	0.011938	0.011924	0.011928	0.011981	0.011923	0.011897	0.011924	0.011923	0.01193	0.011924	0.011923	0.011924	0.011923	0.011923	0.011923	0.011923	0.011923	0.011923	0.011923	0.011923	0.011923	0.011923	0.011923	0.011923	0.011923	0.011923	0.011923	0.011923	0.011923	0.011923	0.011924	0.011923	0.011923	0.011924	0.011923	0.011902	0.011923	0.011923	0.011923	0.011926	0.011923	0.011923	0.011923	0.011923	0.011923	0.011923	0.011925	0.011926	0.011923	0.011955	0.011923	0.011929	0.011927	0.011923	0.011923	0.010273	0.011923	0.011923	0.011923	0.011923	0.011923	0.011923	0.011934	0.011923 
RETNLB 	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011925	0.011926	0.011925	0.011927	0.011926	0.011897	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011923	0.011926	0.011925	0.011925	0.011926	0.011926	0.010219	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926
RNASE2 	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011927	0.011925	0.011925	0.011938	0.011925	0.011897	0.011925	0.011925	0.011926	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011903	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011929	0.011925	0.011926	0.011925	0.011925	0.011925	0.010255	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011927	0.011925
RNASE3 	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011934	0.011925	0.011897	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011903	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011926	0.011925	0.011927	0.011925	0.011925	0.011925	0.011925	0.011925	0.010248	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011927	0.011925
RORC   	0.011926	0.011926	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011924	0.011926	0.011925	0.011927	0.011926	0.011897	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011903	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011926	0.011926	0.011926	0.011925	0.011923	0.011926	0.011925	0.011925	0.011925	0.011925	0.010251	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925
SATB1  	0.011926	0.011926	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011924	0.011926	0.011925	0.011927	0.011926	0.011897	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011903	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011926	0.011926	0.011926	0.011925	0.011923	0.011926	0.011925	0.011925	0.011925	0.011925	0.010251	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925
SIGLEC8	0.01022	0.01022	0.010251	0.010219	0.010251	0.01022	0.010251	0.01025	0.010251	0.01025	0.010251	0.010221	0.010251	0.01022	0.010251	0.010251	0.010251	0.010251	0.01022	0.010251	0.010257	0.01022	0.01025	0.0098211	0.010219	0.012531	0.010227	0.01022	0.010256	0.010196	0.010251	0.010252	0.01022	0.010251	0.01025	0.010219	0.010251	0.010251	0.01025	0.01025	0.010251	0.010251	0.010251	0.010219	0.010251	0.010251	0.010251	0.010251	0.010251	0.010251	0.010195	0.010251	0.010251	0.01025	0.010251	0.012045	0.010251	0.010251	0.010251	0.010253	0.010251	0.010251	0.010251	0.010251	0.01022	0.010219	0.010214	0.010194	0.010251	0.010273	0.010219	0.010255	0.010248	0.010251	0.010251	0.14633	0.010251	0.010251	0.01025	0.010251	0.010219	0.010251	0.010164	0.010251                 
STAT5A 	0.011926	0.011926	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011924	0.011926	0.011925	0.011927	0.011926	0.011897	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011903	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011926	0.011926	0.011926	0.011925	0.011923	0.011926	0.011925	0.011925	0.011925	0.011925	0.010251	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925
STAT6  	0.011926	0.011926	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011924	0.011926	0.011925	0.011927	0.011926	0.011897	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011903	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011926	0.011926	0.011926	0.011925	0.011923	0.011926	0.011925	0.011925	0.011925	0.011925	0.010251	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925
TBX21  	0.011926	0.011926	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011924	0.011926	0.011925	0.011928	0.011926	0.011897	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011903	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011926	0.011926	0.011926	0.011925	0.011923	0.011926	0.011925	0.011925	0.011925	0.011925	0.01025	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925 
TGFB1  	0.011926	0.011926	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011924	0.011926	0.011925	0.011927	0.011926	0.011897	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011903	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011926	0.011926	0.011926	0.011925	0.011923	0.011926	0.011925	0.011925	0.011925	0.011925	0.010251	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925
TNFRSF4	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011925	0.011926	0.011925	0.011927	0.011926	0.011897	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011925	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011923	0.011926	0.011925	0.011925	0.011926	0.011926	0.010219	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926
TNFSF4 	0.011926	0.011926	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011924	0.011926	0.011925	0.011927	0.011926	0.011897	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011903	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011926	0.011926	0.011926	0.011925	0.011923	0.011926	0.011925	0.011925	0.011925	0.011925	0.010251	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925
TPSAB1 	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.01193	0.011926	0.011927	0.011947	0.011926	0.011897	0.011926	0.011926	0.011927	0.011927	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011903	0.011926	0.011926	0.011926	0.011927	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011927	0.011926	0.011934	0.011926	0.011927	0.011927	0.011926	0.011926	0.010164	0.011926	0.011926	0.011926	0.011926	0.011926	0.011926	0.011929	0.011926 
TSLP   	0.011926	0.011926	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011924	0.011926	0.011925	0.011927	0.011926	0.011897	0.011925	0.011926	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011925	0.011925	0.011925	0.011903	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011925	0.011926	0.011926	0.011926	0.011926	0.011925	0.011923	0.011926	0.011925	0.011925	0.011925	0.011925	0.010251	0.011925	0.011925	0.011925	0.011925	0.011926	0.011925	0.011926	0.011925
